date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Red_cards_home,Red_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Offsides_home,Offsides_away,Fouls_home,Fouls_away,Goalkeeper_saves_home,Goalkeeper_saves_away,Yellow_cards_home,Yellow_cards_away,Free_kicks_home,Free_kicks_away,Throw_ins_home,Throw_ins_away,Big_chances_home,Big_chances_away,Shots_inside_the_box_home,Shots_inside_the_box_away,Shots_outside_the_box_home,Shots_outside_the_box_away,Hit_the_woodwork_home,Hit_the_woodwork_away,Touches_in_opposition_box_home,Touches_in_opposition_box_away,Passes_in_final_third_home,Passes_in_final_third_away,Crosses_home,Crosses_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,xG_on_target_(xGOT)_home,xG_on_target_(xGOT)_away,Accurate_through_passes_home,Accurate_through_passes_away,Long_passes_home,Long_passes_away,Expected_assists_(xA)_home,Expected_assists_(xA)_away,Duels_won_home,Duels_won_away,Errors_leading_to_shot_home,Errors_leading_to_shot_away,Errors_leading_to_goal_home,Errors_leading_to_goal_away,xGOT_faced_home,xGOT_faced_away,Goals_prevented_home,Goals_prevented_away,Headed_goals_home,Headed_goals_away
10.11.2022,03:45,Torino,Sampdoria,2:0,https://www.flashscore.co.uk/match/football/8UypH1fG/#/match-summary,,,51%,49%,8.0,11.0,5.0,1.0,4.0,3.0,"77%,(339/440)","77%,(310/403)",,,0.0,5.0,3.0,5.0,4.0,4.0,14.0,21.0,1.0,3.0,1.0,3.0,25.0,18.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11.2022,19:30,Atalanta,Inter,2:3,https://www.flashscore.co.uk/match/football/K4ulGL9M/#/match-summary,,,46%,54%,19.0,14.0,7.0,3.0,5.0,4.0,"77%,(309/401)","83%,(384/463)",,,7.0,8.0,5.0,3.0,1.0,0.0,10.0,11.0,1.0,5.0,0.0,3.0,18.0,18.0,27.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.08.2022,02:45,Inter,Spezia,3:0,https://www.flashscore.co.uk/match/football/QFyjVHep/#/match-summary,,,55%,45%,19.0,2.0,8.0,0.0,10.0,4.0,"89%,(446/500)","84%,(355/424)",,,8.0,1.0,3.0,1.0,5.0,1.0,11.0,7.0,0.0,5.0,,,8.0,16.0,17.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.2023,00:30,Udinese,Sampdoria,2:0,https://www.flashscore.co.uk/match/football/fkdsYN5l/#/match-summary,1.12,0.69,46%,54%,13.0,11.0,6.0,3.0,7.0,3.0,"83%,(389/469)","88%,(472/536)",,,3.0,8.0,4.0,0.0,0.0,1.0,15.0,12.0,3.0,4.0,2.0,2.0,13.0,17.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.04.2023,01:00,Lecce,Napoli,1:2,https://www.flashscore.co.uk/match/football/A3LH8At8/#/match-summary,1.04,1.08,31%,69%,11.0,9.0,3.0,3.0,5.0,4.0,"73%,(233/319)","87%,(634/729)",,,5.0,2.0,3.0,4.0,1.0,0.0,12.0,9.0,1.0,2.0,2.0,1.0,9.0,13.0,22.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.09.2022,02:45,Juventus,Spezia,2:0,https://www.flashscore.co.uk/match/football/QgSIghv2/#/match-summary,,,51%,49%,15.0,9.0,3.0,0.0,7.0,3.0,"83%,(387/466)","82%,(364/444)",,,7.0,2.0,5.0,7.0,1.0,1.0,11.0,10.0,0.0,1.0,0.0,2.0,17.0,18.0,24.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.04.2023,00:30,Cremonese,Empoli,1:0,https://www.flashscore.co.uk/match/football/lI28bQI0/#/match-summary,1.34,1.34,32%,68%,14.0,15.0,5.0,1.0,3.0,8.0,"70%,(198/281)","85%,(500/588)",,,7.0,8.0,2.0,6.0,4.0,2.0,11.0,9.0,1.0,4.0,1.0,0.0,11.0,15.0,14.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.11.2022,01:30,Spezia,Udinese,1:1,https://www.flashscore.co.uk/match/football/E7xtIsuA/#/match-summary,,,49%,51%,21.0,10.0,6.0,2.0,9.0,0.0,"76%,(311/409)","81%,(352/435)",,,7.0,6.0,8.0,2.0,0.0,4.0,12.0,12.0,1.0,5.0,3.0,3.0,17.0,13.0,27.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.04.2023,00:00,Lazio,Torino,0:1,https://www.flashscore.co.uk/match/football/URlaHvPu/#/match-summary,0.68,0.68,53%,47%,10.0,7.0,5.0,3.0,3.0,4.0,"87%,(493/565)","86%,(432/504)",,,3.0,3.0,2.0,1.0,1.0,1.0,13.0,13.0,2.0,5.0,2.0,4.0,14.0,14.0,29.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.2023,03:45,Atalanta,Sampdoria,2:0,https://www.flashscore.co.uk/match/football/p6wWqCoH/#/match-summary,,,62%,38%,21.0,15.0,5.0,5.0,7.0,4.0,"87%,(558/641)","74%,(284/384)",,,10.0,7.0,6.0,3.0,1.0,1.0,17.0,11.0,5.0,3.0,0.0,2.0,16.0,23.0,18.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.10.2022,22:00,Cremonese,Udinese,0:0,https://www.flashscore.co.uk/match/football/CtRmiEzf/#/match-summary,,,41%,59%,13.0,13.0,2.0,3.0,7.0,4.0,"78%,(267/342)","83%,(441/532)",,,6.0,7.0,5.0,3.0,2.0,3.0,8.0,9.0,3.0,2.0,1.0,0.0,12.0,10.0,27.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.04.2023,22:30,Sampdoria,Cremonese,2:3,https://www.flashscore.co.uk/match/football/dKNT58QQ/#/match-summary,2.58,1.23,49%,51%,13.0,17.0,9.0,4.0,3.0,3.0,"78%,(299/381)","80%,(322/402)",,,1.0,8.0,3.0,5.0,0.0,1.0,14.0,15.0,1.0,7.0,2.0,3.0,14.0,14.0,20.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.10.2022,21:00,Lecce,Cremonese,1:1,https://www.flashscore.co.uk/match/football/nwjAktrh/#/match-summary,,,55%,45%,6.0,13.0,1.0,4.0,1.0,8.0,"74%,(297/401)","69%,(221/320)",,,3.0,7.0,2.0,2.0,0.0,3.0,11.0,15.0,3.0,0.0,3.0,1.0,23.0,13.0,32.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.2023,03:00,Verona,Inter,0:6,https://www.flashscore.co.uk/match/football/xzayJi0p/#/match-summary,0.61,2.87,25%,75%,7.0,20.0,2.0,10.0,2.0,7.0,"67%,(160/239)","91%,(652/717)",,,3.0,7.0,2.0,3.0,0.0,1.0,4.0,11.0,4.0,2.0,,,12.0,4.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.2023,03:45,Inter,Verona,1:0,https://www.flashscore.co.uk/match/football/AePTXpyP/#/match-summary,,,57%,43%,11.0,6.0,3.0,1.0,3.0,4.0,"83%,(422/507)","77%,(290/377)",,,6.0,3.0,2.0,2.0,0.0,1.0,11.0,13.0,1.0,2.0,0.0,3.0,13.0,11.0,27.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.03.2023,01:00,AS Roma,Sassuolo,3:4,https://www.flashscore.co.uk/match/football/vsKTrQ1G/#/match-summary,1.74,4.08,53%,47%,17.0,19.0,7.0,10.0,7.0,2.0,"83%,(383/461)","79%,(325/411)",1.0,0.0,5.0,6.0,5.0,3.0,3.0,1.0,11.0,18.0,6.0,4.0,4.0,2.0,19.0,13.0,25.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.2023,02:45,Sampdoria,Empoli,1:1,https://www.flashscore.co.uk/match/football/Wz7Loszl/#/match-summary,1.31,1.63,42%,58%,13.0,16.0,3.0,4.0,1.0,2.0,"72%,(253/351)","86%,(413/480)",,,6.0,8.0,4.0,4.0,2.0,3.0,16.0,14.0,3.0,2.0,3.0,4.0,19.0,17.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.05.2023,02:45,AC Milan,Sampdoria,5:1,https://www.flashscore.co.uk/match/football/SMjO52RJ/#/match-summary,4.44,0.53,62%,38%,19.0,6.0,9.0,3.0,7.0,2.0,"90%,(569/632)","84%,(317/377)",,,5.0,3.0,5.0,0.0,2.0,1.0,9.0,10.0,2.0,4.0,1.0,3.0,10.0,11.0,12.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.04.2023,00:30,Torino,AS Roma,0:1,https://www.flashscore.co.uk/match/football/210d1SYs/#/match-summary,0.29,1.29,56%,44%,7.0,9.0,1.0,1.0,7.0,4.0,"82%,(445/541)","79%,(343/436)",,,2.0,4.0,4.0,4.0,4.0,1.0,10.0,6.0,0.0,1.0,3.0,1.0,7.0,13.0,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.2023,02:45,Udinese,Napoli,1:1,https://www.flashscore.co.uk/match/football/OlfyxX6M/#/match-summary,0.35,0.41,35%,65%,7.0,7.0,3.0,4.0,2.0,6.0,"76%,(248/326)","88%,(515/586)",,,3.0,2.0,1.0,1.0,1.0,1.0,15.0,13.0,3.0,2.0,1.0,0.0,14.0,16.0,14.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.03.2023,03:45,Spezia,Inter,2:1,https://www.flashscore.co.uk/match/football/hpOXspHM/#/match-summary,1.06,4.04,31%,69%,4.0,28.0,2.0,7.0,1.0,13.0,"72%,(190/265)","85%,(476/557)",,,0.0,13.0,2.0,8.0,0.0,4.0,11.0,9.0,6.0,0.0,3.0,0.0,14.0,11.0,15.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.09.2022,02:45,Torino,Lecce,1:0,https://www.flashscore.co.uk/match/football/pWxCBQam/#/match-summary,,,59%,41%,13.0,10.0,4.0,2.0,4.0,4.0,"82%,(393/479)","71%,(233/328)",,,6.0,5.0,3.0,3.0,2.0,2.0,16.0,8.0,2.0,3.0,2.0,1.0,10.0,18.0,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.04.2023,02:45,Torino,Atalanta,1:2,https://www.flashscore.co.uk/match/football/OSI0PgNG/#/match-summary,0.04,0.09,62%,38%,4.0,9.0,4.0,5.0,3.0,3.0,"87%,(534/614)","80%,(304/380)",,,0.0,4.0,0.0,0.0,2.0,2.0,6.0,10.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.10.2022,00:00,Atalanta,Fiorentina,1:0,https://www.flashscore.co.uk/match/football/SYIqZKcB/#/match-summary,,,38%,62%,10.0,16.0,5.0,5.0,1.0,5.0,"74%,(244/331)","84%,(454/540)",,,3.0,7.0,2.0,4.0,2.0,0.0,12.0,10.0,5.0,4.0,2.0,2.0,8.0,14.0,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.11.2022,03:45,Juventus,Inter,2:0,https://www.flashscore.co.uk/match/football/bXJZ0k4I/#/match-summary,,,47%,53%,8.0,14.0,3.0,4.0,2.0,8.0,"82%,(391/475)","86%,(449/521)",,,3.0,6.0,2.0,4.0,1.0,1.0,16.0,13.0,4.0,1.0,1.0,3.0,16.0,15.0,7.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.09.2022,02:45,Bologna,Salernitana,1:1,https://www.flashscore.co.uk/match/football/h4z6dffq/#/match-summary,,,47%,53%,11.0,20.0,4.0,4.0,1.0,8.0,"76%,(283/372)","75%,(314/419)",,,5.0,8.0,2.0,8.0,1.0,0.0,10.0,11.0,3.0,3.0,2.0,2.0,12.0,14.0,25.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.06.2023,03:00,Atalanta,Monza,5:2,https://www.flashscore.co.uk/match/football/n1Up9yYB/#/match-summary,3.6,0.87,38%,62%,20.0,8.0,10.0,4.0,5.0,1.0,"84%,(347/412)","88%,(585/666)",0.0,1.0,8.0,4.0,2.0,0.0,2.0,3.0,13.0,8.0,2.0,5.0,1.0,2.0,14.0,15.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.03.2023,03:45,Udinese,AC Milan,3:1,https://www.flashscore.co.uk/match/football/S2xGfN0S/#/match-summary,2.19,2.06,36%,64%,14.0,10.0,5.0,6.0,5.0,6.0,"73%,(210/289)","85%,(425/501)",,,6.0,3.0,3.0,1.0,1.0,3.0,16.0,9.0,5.0,2.0,4.0,2.0,13.0,17.0,12.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.2022,02:45,Atalanta,Sassuolo,2:1,https://www.flashscore.co.uk/match/football/lQYORc7r/#/match-summary,,,48%,52%,16.0,11.0,4.0,3.0,3.0,3.0,"82%,(391/478)","84%,(427/510)",,,9.0,6.0,3.0,2.0,3.0,2.0,10.0,8.0,2.0,2.0,1.0,4.0,11.0,12.0,25.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.02.2023,03:45,Lazio,Sampdoria,1:0,https://www.flashscore.co.uk/match/football/vugzwbZP/#/match-summary,1.61,0.46,57%,43%,15.0,8.0,4.0,2.0,8.0,3.0,"84%,(506/602)","80%,(358/449)",,,8.0,3.0,3.0,3.0,3.0,1.0,10.0,13.0,2.0,3.0,2.0,2.0,14.0,13.0,16.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.2023,02:45,Cremonese,Spezia,2:0,https://www.flashscore.co.uk/match/football/fXp7WAUq/#/match-summary,0.83,1.33,30%,70%,9.0,18.0,4.0,8.0,3.0,13.0,"67%,(168/249)","84%,(472/563)",,,3.0,5.0,2.0,5.0,0.0,4.0,9.0,6.0,8.0,2.0,0.0,2.0,11.0,7.0,20.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.08.2022,00:30,Cremonese,Torino,1:2,https://www.flashscore.co.uk/match/football/Knvdlc2M/#/match-summary,,,53%,47%,16.0,14.0,6.0,5.0,3.0,3.0,"72%,(270/377)","68%,(234/346)",,,5.0,4.0,5.0,5.0,1.0,0.0,9.0,21.0,3.0,5.0,0.0,3.0,32.0,13.0,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.08.2022,00:30,AS Roma,Cremonese,1:0,https://www.flashscore.co.uk/match/football/x4rygLmi/#/match-summary,,,49%,51%,27.0,14.0,12.0,3.0,5.0,6.0,"78%,(305/391)","81%,(320/395)",,,6.0,9.0,9.0,2.0,1.0,1.0,7.0,14.0,3.0,11.0,0.0,3.0,15.0,8.0,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.05.2023,18:30,Lecce,Spezia,0:0,https://www.flashscore.co.uk/match/football/EJ2tsJlJ/#/match-summary,0.24,0.73,39%,61%,6.0,14.0,1.0,0.0,2.0,5.0,"69%,(183/265)","77%,(320/416)",,,3.0,8.0,2.0,6.0,2.0,0.0,15.0,16.0,0.0,1.0,2.0,3.0,17.0,15.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.02.2023,22:00,Empoli,Spezia,2:2,https://www.flashscore.co.uk/match/football/rJhOi0qe/#/match-summary,1.44,1.53,65%,35%,25.0,9.0,8.0,3.0,7.0,3.0,"87%,(491/564)","76%,(237/312)",1.0,1.0,12.0,5.0,5.0,1.0,3.0,1.0,10.0,13.0,1.0,6.0,1.0,5.0,14.0,11.0,23.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.10.2022,21:00,Napoli,Torino,3:1,https://www.flashscore.co.uk/match/football/Sl77l0cb/#/match-summary,,,49%,51%,15.0,16.0,7.0,3.0,4.0,4.0,"81%,(371/458)","81%,(375/463)",,,5.0,5.0,3.0,8.0,0.0,0.0,4.0,17.0,2.0,4.0,0.0,2.0,17.0,4.0,21.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.08.2022,02:45,Lecce,Empoli,1:1,https://www.flashscore.co.uk/match/football/hthJ5bXd/#/match-summary,,,40%,60%,15.0,9.0,5.0,3.0,3.0,5.0,"77%,(234/302)","80%,(370/464)",,,5.0,5.0,5.0,1.0,4.0,1.0,10.0,5.0,2.0,4.0,1.0,2.0,6.0,14.0,25.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.04.2023,21:00,Salernitana,Sassuolo,3:0,https://www.flashscore.co.uk/match/football/GriBEx9b/#/match-summary,1.17,0.68,47%,53%,13.0,11.0,5.0,2.0,4.0,8.0,"81%,(326/401)","86%,(372/434)",,,5.0,6.0,3.0,3.0,4.0,0.0,11.0,15.0,2.0,2.0,1.0,2.0,15.0,14.0,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.09.2022,21:00,Monza,Juventus,1:0,https://www.flashscore.co.uk/match/football/zosJIaDU/#/match-summary,,,60%,40%,17.0,10.0,4.0,2.0,5.0,3.0,"88%,(472/534)","80%,(268/333)",0.0,1.0,9.0,6.0,4.0,2.0,6.0,0.0,16.0,17.0,2.0,3.0,2.0,1.0,17.0,23.0,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.03.2023,01:00,Salernitana,Bologna,2:2,https://www.flashscore.co.uk/match/football/bNpab513/#/match-summary,0.92,0.51,42%,58%,14.0,10.0,4.0,2.0,5.0,4.0,"81%,(327/402)","87%,(484/556)",,,5.0,3.0,5.0,5.0,0.0,0.0,8.0,16.0,0.0,2.0,0.0,1.0,20.0,14.0,14.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.01.2023,03:45,Udinese,Verona,1:1,https://www.flashscore.co.uk/match/football/x029cVFG/#/match-summary,,,55%,45%,26.0,10.0,8.0,2.0,14.0,6.0,"79%,(315/399)","74%,(243/328)",,,5.0,3.0,13.0,5.0,0.0,2.0,9.0,11.0,1.0,7.0,1.0,3.0,13.0,8.0,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.2022,02:45,Fiorentina,Lazio,0:4,https://www.flashscore.co.uk/match/football/YgMiTkRk/#/match-summary,,,62%,38%,24.0,10.0,3.0,6.0,9.0,2.0,"86%,(445/515)","76%,(251/332)",,,13.0,3.0,8.0,1.0,4.0,2.0,17.0,9.0,2.0,3.0,4.0,1.0,11.0,21.0,20.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.2023,19:30,Sassuolo,Lazio,0:2,https://www.flashscore.co.uk/match/football/6H7ojSjg/#/match-summary,,,50%,50%,12.0,12.0,2.0,3.0,7.0,3.0,"83%,(447/536)","86%,(482/559)",,,7.0,7.0,3.0,2.0,0.0,3.0,17.0,10.0,1.0,2.0,5.0,3.0,13.0,16.0,23.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11.2022,03:45,Inter,Bologna,6:1,https://www.flashscore.co.uk/match/football/Crhsct3p/#/match-summary,,,57%,43%,13.0,10.0,7.0,4.0,4.0,4.0,"87%,(469/539)","80%,(318/398)",,,2.0,5.0,4.0,1.0,2.0,0.0,10.0,11.0,3.0,1.0,1.0,5.0,10.0,12.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.08.2022,02:45,Bologna,Verona,1:1,https://www.flashscore.co.uk/match/football/tr0JzvYM/#/match-summary,,,53%,47%,17.0,19.0,5.0,3.0,9.0,8.0,"72%,(254/352)","71%,(219/309)",1.0,0.0,7.0,8.0,5.0,8.0,1.0,5.0,10.0,14.0,2.0,4.0,3.0,3.0,19.0,11.0,22.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.2022,18:30,Inter,Salernitana,2:0,https://www.flashscore.co.uk/match/football/vFRyPei1/#/match-summary,,,62%,38%,16.0,8.0,6.0,3.0,6.0,4.0,"88%,(467/531)","81%,(267/330)",,,7.0,4.0,3.0,1.0,0.0,4.0,12.0,14.0,3.0,4.0,0.0,1.0,27.0,18.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.04.2023,02:45,Juventus,Verona,1:0,https://www.flashscore.co.uk/match/football/n75xCOV2/#/match-summary,2.17,0.84,55%,45%,10.0,9.0,2.0,3.0,3.0,5.0,"83%,(395/476)","78%,(290/372)",,,6.0,5.0,2.0,1.0,1.0,2.0,14.0,22.0,3.0,1.0,1.0,2.0,32.0,21.0,27.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.09.2022,21:00,Fiorentina,Verona,2:0,https://www.flashscore.co.uk/match/football/2XrBKLrI/#/match-summary,,,44%,56%,15.0,8.0,9.0,1.0,7.0,3.0,"75%,(196/260)","76%,(258/339)",,,4.0,4.0,2.0,3.0,2.0,4.0,18.0,17.0,1.0,7.0,4.0,4.0,20.0,20.0,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.02.2023,01:00,Lecce,AS Roma,1:1,https://www.flashscore.co.uk/match/football/WvZIDs6E/#/match-summary,0.31,1.74,42%,58%,8.0,12.0,3.0,5.0,3.0,7.0,"71%,(244/344)","77%,(363/472)",,,3.0,6.0,2.0,1.0,2.0,0.0,24.0,8.0,4.0,2.0,4.0,1.0,8.0,25.0,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.03.2023,01:30,Cremonese,AS Roma,2:1,https://www.flashscore.co.uk/match/football/G67uHGC6/#/match-summary,1.07,1.33,34%,66%,6.0,10.0,2.0,3.0,3.0,3.0,"68%,(201/296)","81%,(480/590)",,,2.0,4.0,2.0,3.0,0.0,5.0,17.0,11.0,2.0,0.0,3.0,2.0,19.0,23.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.11.2022,03:45,Juventus,Lazio,3:0,https://www.flashscore.co.uk/match/football/C2KS8w2d/#/match-summary,,,41%,59%,13.0,10.0,9.0,3.0,2.0,6.0,"83%,(384/463)","89%,(601/675)",,,1.0,3.0,3.0,4.0,1.0,1.0,10.0,8.0,3.0,6.0,2.0,1.0,9.0,11.0,20.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.02.2023,01:00,Fiorentina,Bologna,1:2,https://www.flashscore.co.uk/match/football/bFjIe9pT/#/match-summary,,,62%,38%,18.0,11.0,6.0,7.0,5.0,3.0,"81%,(412/509)","70%,(231/330)",,,8.0,2.0,4.0,2.0,3.0,1.0,10.0,25.0,5.0,5.0,2.0,4.0,26.0,12.0,27.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.2023,01:30,Fiorentina,Monza,1:1,https://www.flashscore.co.uk/match/football/OGIkOI1q/#/match-summary,,,53%,47%,22.0,10.0,6.0,3.0,9.0,1.0,"84%,(349/415)","78%,(297/381)",,,10.0,5.0,6.0,2.0,1.0,4.0,11.0,13.0,2.0,5.0,1.0,3.0,17.0,12.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.08.2022,00:30,Udinese,Salernitana,0:0,https://www.flashscore.co.uk/match/football/6qzhkwmG/#/match-summary,,,47%,53%,15.0,17.0,2.0,6.0,6.0,6.0,"74%,(281/381)","82%,(337/412)",1.0,0.0,5.0,8.0,8.0,3.0,0.0,1.0,9.0,12.0,6.0,2.0,2.0,4.0,12.0,9.0,32.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.02.2023,01:00,Monza,AC Milan,0:1,https://www.flashscore.co.uk/match/football/j5X62HcD/#/match-summary,0.5,2.51,59%,41%,11.0,14.0,5.0,8.0,10.0,3.0,"84%,(448/532)","76%,(296/387)",,,3.0,5.0,3.0,1.0,1.0,2.0,10.0,18.0,7.0,5.0,4.0,2.0,27.0,15.0,25.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.03.2023,03:45,Napoli,Lazio,0:1,https://www.flashscore.co.uk/match/football/GQ3EjH3P/#/match-summary,0.89,0.26,65%,35%,14.0,5.0,2.0,2.0,8.0,3.0,"89%,(656/737)","78%,(315/404)",,,4.0,1.0,8.0,2.0,3.0,0.0,13.0,8.0,1.0,2.0,2.0,2.0,11.0,22.0,24.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11.2022,22:00,Verona,Spezia,1:2,https://www.flashscore.co.uk/match/football/YBLO9Jnj/#/match-summary,,,44%,56%,18.0,16.0,5.0,9.0,2.0,10.0,"64%,(197/308)","67%,(265/396)",,,9.0,4.0,4.0,3.0,4.0,0.0,13.0,21.0,7.0,4.0,2.0,4.0,21.0,17.0,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.02.2023,03:45,Torino,Cremonese,2:2,https://www.flashscore.co.uk/match/football/rg9XIxrf/#/match-summary,2.51,0.81,63%,37%,16.0,11.0,6.0,2.0,5.0,1.0,"82%,(445/545)","66%,(202/305)",,,7.0,7.0,3.0,2.0,0.0,0.0,9.0,12.0,0.0,4.0,3.0,1.0,14.0,14.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.09.2022,00:30,Salernitana,Empoli,2:2,https://www.flashscore.co.uk/match/football/EmntHnxQ/#/match-summary,,,52%,48%,15.0,11.0,4.0,5.0,6.0,7.0,"82%,(346/421)","78%,(299/383)",,,3.0,3.0,8.0,3.0,4.0,1.0,7.0,9.0,3.0,2.0,3.0,2.0,10.0,11.0,17.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.09.2022,02:45,Atalanta,Torino,3:1,https://www.flashscore.co.uk/match/football/zPmv1znS/#/match-summary,,,41%,59%,12.0,8.0,5.0,2.0,7.0,2.0,"72%,(254/354)","81%,(424/522)",,,5.0,5.0,2.0,1.0,5.0,3.0,14.0,13.0,1.0,2.0,1.0,3.0,16.0,25.0,16.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
