date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Yellow_cards_home,Yellow_cards_away,Red_cards_home,Red_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Offsides_home,Offsides_away,Free_kicks_home,Free_kicks_away,Throw_ins_home,Throw_ins_away,Fouls_home,Fouls_away,Goalkeeper_saves_home,Goalkeeper_saves_away
07.11.2023,01:30,Frosinone,Empoli,2:1,https://www.flashscore.co.uk/match/football/fkMSidlb/#/match-summary,0.93,1.27,64%,36%,17,10,5,2,9,2,"87%,(507/581)","70%,(231/328)",3,2,,,7,4,5,4,2,1,12,8,25,14,7,9,1,3
23.12.2023,03:45,Salernitana,AC Milan,2:2,https://www.flashscore.co.uk/match/football/CpqlZ5fh/#/match-summary,1.43,2.60,34%,66%,19,21,7,9,6,6,"77%,(206/268)","89%,(448/503)",3,1,1,0,6,6,6,6,2,2,13,17,14,16,16,11,7,5
23.09.2023,21:00,AC Milan,Verona,1:0,https://www.flashscore.co.uk/match/football/Iea8612b/#/match-summary,0.97,0.63,54%,46%,9,10,4,2,2,3,"81%,(371/460)","75%,(280/373)",4,2,,,2,5,3,3,1,1,12,16,17,18,12,11,2,3
04.09.2023,00:30,Torino,Genoa,1:0,https://www.flashscore.co.uk/match/football/UBScfzh6/#/match-summary,0.46,0.08,63%,37%,10,7,3,2,4,0,"86%,(425/493)","70%,(212/304)",2,5,,,5,3,2,2,5,2,10,18,15,11,13,7,2,2
30.04.2024,02:45,Genoa,Cagliari,3:0,https://www.flashscore.co.uk/match/football/dQhciEZJ/#/match-summary,1.08,0.94,63%,37%,12,12,5,1,2,4,"82%,(453/552)","70%,(214/306)",0,2,,,6,9,1,2,2,3,19,14,23,31,12,14,1,2
06.05.2024,02:45,AS Roma,Juventus,1:1,https://www.flashscore.co.uk/match/football/8l65sbNh/#/match-summary,2.00,1.16,61%,39%,19,16,5,6,9,6,"90%,(474/527)","85%,(292/344)",1,2,,,9,7,5,3,1,1,11,8,18,13,7,11,5,4
18.02.2024,22:00,Empoli,Fiorentina,1:1,https://www.flashscore.co.uk/match/football/jXTZSqj9/#/match-summary,0.99,1.03,39%,61%,5,9,4,4,0,3,"76%,(244/321)","84%,(420/500)",3,2,,,0,3,1,2,1,1,15,16,23,25,15,14,3,3
14.04.2024,18:30,Napoli,Frosinone,2:2,https://www.flashscore.co.uk/match/football/vBqHJZDl/#/match-summary,2.24,2.15,66%,34%,20,13,9,6,6,2,"86%,(474/553)","71%,(202/286)",3,1,1,0,5,4,6,3,2,2,17,12,20,16,11,14,4,7
10.02.2024,03:45,Salernitana,Empoli,1:3,https://www.flashscore.co.uk/match/football/pIeCSFvT/#/match-summary,0.33,0.64,61%,39%,13,17,4,3,4,8,"89%,(500/562)","81%,(288/356)",3,2,,,5,8,4,6,2,1,17,12,22,13,10,17,0,3
02.10.2023,00:00,Atalanta,Juventus,0:0,https://www.flashscore.co.uk/match/football/bmAScUFe/#/match-summary,1.31,0.17,52%,48%,15,5,2,3,5,2,"87%,(472/543)","86%,(451/524)",1,2,,,9,0,4,2,0,1,8,15,26,9,13,7,3,2
28.08.2023,00:30,Fiorentina,Lecce,2:2,https://www.flashscore.co.uk/match/football/Wt6gSH8D/#/match-summary,,,58%,42%,9,6,4,2,3,3,"83%,(296/357)","76%,(199/262)",1,3,,,3,1,2,3,1,1,16,16,23,20,13,12,0,2
07.11.2023,03:45,Torino,Sassuolo,2:1,https://www.flashscore.co.uk/match/football/OUDqlEmN/#/match-summary,3.40,0.42,53%,47%,21,5,9,2,9,2,"83%,(373/452)","77%,(309/403)",1,1,,,7,3,5,0,3,0,7,11,29,21,9,6,1,7
30.03.2024,22:00,Torino,Monza,1:0,https://www.flashscore.co.uk/match/football/YgdA438p/#/match-summary,1.59,0.72,62%,38%,15,9,6,2,7,2,"89%,(493/554)","82%,(276/337)",0,3,0,1,3,3,6,4,1,2,11,10,9,14,9,11,2,5
22.04.2024,00:00,Salernitana,Fiorentina,0:2,https://www.flashscore.co.uk/match/football/tb8bWCcf/#/match-summary,0.24,1.13,27%,73%,5,12,1,7,2,5,"57%,(126/221)","85%,(514/605)",2,4,,,2,2,2,3,3,2,15,17,18,23,13,11,5,1
28.04.2024,00:00,Juventus,AC Milan,0:0,https://www.flashscore.co.uk/match/football/tbUTohcs/#/match-summary,1.25,0.31,51%,49%,18,9,7,0,9,4,"87%,(398/457)","88%,(393/447)",0,1,,,8,5,3,4,1,0,4,11,10,16,10,4,0,7
07.04.2024,21:00,Monza,Napoli,2:4,https://www.flashscore.co.uk/match/football/tIh6OOaG/#/match-summary,0.26,2.59,38%,62%,7,19,2,8,1,6,"80%,(275/344)","90%,(504/560)",3,1,,,4,4,1,7,1,4,15,11,18,15,10,8,4,0
01.10.2023,18:30,Bologna,Empoli,3:0,https://www.flashscore.co.uk/match/football/xv9WdlV1/#/match-summary,2.61,1.00,58%,42%,21,12,9,4,2,6,"85%,(437/512)","80%,(284/357)",2,4,,,10,4,2,4,2,1,17,13,27,12,11,16,4,6
21.01.2024,22:00,Empoli,Monza,3:0,https://www.flashscore.co.uk/match/football/EBh35Uzl/#/match-summary,1.38,0.70,28%,72%,9,15,5,5,1,7,"72%,(187/260)","89%,(583/655)",1,3,,,2,5,2,5,0,2,12,15,16,20,15,10,5,2
24.09.2023,21:00,Udinese,Fiorentina,0:2,https://www.flashscore.co.uk/match/football/pAFlnXGq/#/match-summary,2.22,0.43,49%,51%,20,6,8,2,10,3,"75%,(280/373)","73%,(300/411)",0,1,,,5,3,7,1,1,1,9,11,21,24,13,11,0,8
29.10.2023,00:00,Lecce,Torino,0:1,https://www.flashscore.co.uk/match/football/EHofwcZ4/#/match-summary,0.40,0.71,49%,51%,11,10,6,2,3,0,"80%,(337/421)","80%,(366/458)",3,5,,,2,6,3,2,1,0,19,18,25,17,17,19,1,6
02.09.2023,00:30,Sassuolo,Verona,3:1,https://www.flashscore.co.uk/match/football/zkTgeGx0/#/match-summary,1.43,0.59,47%,53%,16,11,7,3,10,1,"75%,(281/375)","80%,(357/446)",1,3,,,4,8,5,0,1,4,16,8,24,15,8,13,2,4
29.04.2024,00:00,Atalanta,Empoli,2:0,https://www.flashscore.co.uk/match/football/8QmwrAd6/#/match-summary,2.17,0.46,59%,41%,17,11,5,2,8,1,"80%,(365/456)","70%,(221/316)",1,2,,,6,6,6,3,1,1,15,20,28,24,19,14,2,3
29.10.2023,22:00,Monza,Udinese,1:1,https://www.flashscore.co.uk/match/football/h8pbxHlB/#/match-summary,0.35,1.16,60%,40%,10,10,4,3,10,3,"88%,(494/559)","86%,(318/371)",2,1,,,1,3,5,4,2,0,11,20,20,9,15,11,2,3
12.02.2024,03:45,AC Milan,Napoli,1:0,https://www.flashscore.co.uk/match/football/fT2aVHfA/#/match-summary,0.79,0.63,40%,60%,10,12,6,2,1,2,"79%,(309/391)","88%,(505/574)",1,1,,,3,6,1,4,3,1,14,13,24,19,9,12,2,5
26.05.2024,02:45,AC Milan,Salernitana,3:3,https://www.flashscore.co.uk/match/football/pCf58RR8/#/match-summary,2.77,1.44,66%,34%,23,14,11,6,13,3,"87%,(466/536)","79%,(216/273)",0,1,,,7,3,5,5,1,1,9,7,20,10,6,9,3,8
24.05.2024,02:45,Cagliari,Fiorentina,2:3,https://www.flashscore.co.uk/match/football/M7Gy1qKr/#/match-summary,1.50,1.20,37%,63%,14,11,6,5,4,5,"73%,(175/240)","83%,(365/442)",2,4,,,8,3,0,3,4,1,14,21,22,23,13,14,2,4
